Transition Times,Cue Times,Reward Times
616.956550,,
617.959850,,
617.973750,,
618.011650,,
619.465300,,
619.475300,,
620.486550,,
620.502500,,
621.505800,,
621.519750,,
621.556700,,
624.083300,,
624.113250,,
625.424750,,
625.440950,,
626.443900,,
626.457900,,
626.495800,,
626.569600,,
626.579600,,
627.790250,,
627.806200,,
628.810500,,
628.824450,,
628.861350,,
630.439100,,
630.449050,,
631.859250,,
631.875200,,
632.188350,,
632.343950,,
633.347200,,
633.363200,,
633.399150,,
633.751650,,
633.761700,,
635.373250,,
635.389300,,
636.392450,,
636.406400,,
636.443350,,
636.946950,,
636.958950,,
638.570550,,
638.588500,,
639.196850,,
639.350500,,
640.353700,,
640.367700,,
640.403600,,
640.861400,,
640.875300,,
642.185800,,
642.207600,,
643.212000,,
643.225950,,
643.261850,,
643.815850,,
643.846800,,
645.058200,,
645.074150,,
645.369350,,
645.522950,,
645.570800,,
645.724450,,
646.732550,,
646.745600,,
646.781500,,
646.837400,,
646.847350,,
648.058050,,
648.074050,,
649.079300,,
649.093300,,
649.129150,,
649.492200,,
649.502150,,
651.113800,,
651.129750,,
652.133050,,
652.147000,,
652.182950,,
653.023150,,
653.035100,,
654.646750,,
654.662750,,
655.119450,,
655.273050,,
655.534350,,
655.687950,,
656.693200,,
656.707150,,
656.748300,,
658.648600,,
658.680350,,
659.692750,,
659.708750,,
660.153500,,
660.307050,,
660.773800,,
660.927400,,
661.930600,,
661.946600,,
661.982500,,
662.377050,,
662.408850,,
663.821050,,
663.837100,,
663.978600,,
664.132200,,
664.660750,,
664.814350,,
665.460600,,
665.614200,,
666.295350,,
666.448900,,
666.616450,,
666.770050,,
666.877900,,
667.033300,,
668.036600,,
668.050550,,
668.088500,,
669.173200,,
669.187050,,
670.497550,,
670.513500,,
671.518850,,
671.532700,,
671.570600,,
671.898750,,
671.930650,,
673.340800,,
673.356750,,
673.426650,,
673.580150,,
673.687850,,
673.841450,,
674.846700,,
674.860750,,
674.895750,,
676.064050,,
676.094950,,
677.707650,,
677.723650,,
677.771500,,
677.925050,,
678.930350,,
678.944350,,
678.983200,,
679.539700,,
679.571600,,
680.783800,,
680.799850,,
681.344300,,
681.497900,,
682.503150,,
682.519150,,
682.556000,,
682.893100,,
682.925000,,
683.935800,,
683.953800,,
684.374650,,
684.528250,,
684.741650,,
684.895250,,
685.900500,,
685.914450,,
685.950350,,
686.250100,,
686.282000,,
687.493350,,
687.507300,,
688.000000,,
688.153550,,
689.156850,,
689.172750,,
689.208650,,
689.539800,,
689.571700,,
690.984150,,
691.000150,,
691.248450,,
691.404100,,
692.409300,,
692.423300,,
692.461150,,
692.753500,,
692.785400,,
693.795850,,
693.811800,,
694.212700,,
694.366300,,
694.424300,,
694.579750,,
695.583000,,
695.596950,,
695.634850,,
696.011850,,
696.023800,,
697.334250,,
697.350200,,
698.355550,,
698.369500,,
698.405350,,
698.870150,,
698.882050,,
700.492700,,
700.508700,,
701.513950,,
701.527850,,
701.565750,,
702.698250,,
702.730150,,
704.042600,,
704.056550,,
705.061800,,
705.075750,,
705.111650,,
705.520600,,
705.552450,,
707.170350,,
707.188200,,
707.706750,,
707.860300,,
707.988000,,
708.143550,,
708.345000,,
708.498600,,
708.556450,,
708.710100,,
708.807750,,
708.961300,,
709.382200,,
709.535800,,
709.581700,,
709.735250,,
709.771100,,
709.924700,,
710.002500,,
710.156100,,
710.253850,,
710.407400,,
710.543050,,
710.698650,,
710.814300,,
710.967900,,
711.059750,,
711.213200,,
712.218500,,
712.234450,,
712.274500,,
716.550750,,
716.560700,,
717.873200,,
717.889150,,
718.894400,,
718.908350,,
718.944850,,
719.379300,,
719.411250,,
720.822450,,
720.840450,,
721.843700,,
721.857650,,
721.893650,,
725.369150,,
725.401050,,
726.413300,,
726.427250,,
727.432550,,
727.446500,,
727.484450,,
734.491950,,
734.503900,,
734.517850,,
734.533800,,
735.539050,,
735.553050,,
735.588950,,
742.597950,,
742.621900,,
742.635850,,
743.643100,,
743.657050,,
743.692950,,
748.406350,,
748.418250,,
749.631000,,
749.647050,,
750.654350,,
750.670200,,
750.707100,,
757.714650,,
757.738600,,
757.752550,,
758.759800,,
758.773750,,
758.809700,,
763.878950,,
763.890900,,
764.902150,,
764.918150,,
765.578350,,
765.731900,,
765.819650,,
765.973250,,
766.017100,,
766.172750,,
766.453950,,
766.607500,,
766.797000,,
766.950600,,
767.955050,,
767.970800,,
768.006750,,
770.700200,,
770.710200,,
772.122350,,
772.138350,,
772.218100,,
772.371700,,
772.423550,,
772.577200,,
773.121650,,
773.275300,,
773.349050,,
773.502650,,
773.612350,,
773.765950,,
774.190850,,
774.344450,,
774.513900,,
774.667450,,
774.725300,,
774.878950,,
775.603000,,
775.756550,,
776.761750,,
776.775800,,
776.811650,,
783.818050,,
783.829950,,
783.841950,,
783.857850,,
784.863150,,
784.877100,,
784.912100,,
788.926150,,
788.971100,,
790.383300,,
790.399250,,
791.402600,,
791.416500,,
791.452350,,
797.190150,,
797.200100,,
798.512600,,
798.528500,,
799.533800,,
799.547800,,
799.585650,,
806.592700,,
806.616600,,
806.632550,,
807.635800,,
807.649750,,
807.685750,,
814.692700,,
814.704650,,
814.718650,,
814.734600,,
815.737850,,
815.751800,,
815.789700,,
822.796150,,
822.808100,,
822.820100,,
822.836100,,
823.841350,,
823.855300,,
823.893200,,
830.898250,,
830.910150,,
830.924200,,
830.940250,,
831.945350,,
831.959350,,
831.995300,,
837.838600,,
837.848550,,
839.061300,,
839.077400,,
839.476150,,
839.629750,,
839.717500,,
839.876150,,
840.338850,,
840.492400,,
840.612050,,
840.765700,,
840.823500,,
840.979150,,
841.144650,,
841.298250,,
841.380000,,
841.533600,,
841.651300,,
841.802850,,
842.335400,,
842.489000,,
842.566800,,
842.720350,,
842.844050,,
842.997600,,
844.002850,,
844.016900,,
844.052750,,
851.059750,,
851.083650,,
851.099700,,
852.103950,,
852.117850,,
852.153800,,
859.160800,,
859.172750,,
859.184700,,
859.200700,,
860.205950,,
860.219900,,
860.260800,,
864.639900,,
864.649900,,
866.261500,,
866.277500,,
867.280750,,
867.294700,,
867.331600,,
874.339100,,
874.351100,,
874.363050,,
874.379100,,
875.382300,,
875.396250,,
875.434150,,
882.440150,,
882.452150,,
882.498000,,
882.513950,,
883.519300,,
883.533200,,
883.571100,,
890.577100,,
890.601050,,
890.617000,,
891.621300,,
891.635250,,
891.672150,,
898.678500,,
898.690500,,
898.704400,,
898.720400,,
899.723700,,
899.739650,,
899.776500,,
905.158900,,
905.170850,,
906.182150,,
906.198100,,
907.201400,,
907.215350,,
907.252250,,
914.259250,,
914.271200,,
914.283200,,
914.299150,,
915.304400,,
915.318550,,
915.359250,,
922.365800,,
922.377700,,
922.391700,,
922.407750,,
923.410900,,
923.424950,,
923.460800,,
930.469300,,
930.493250,,
930.509200,,
931.512650,,
931.526400,,
931.564300,,
938.569850,,
938.581800,,
938.595750,,
938.609850,,
939.615050,,
939.628950,,
939.666850,,
946.672850,,
946.684850,,
946.696800,,
946.712750,,
947.718050,,
947.732000,,
947.769900,,
951.043650,,
951.074550,,
952.389700,,
952.406900,,
952.552500,,
952.706200,,
953.043150,,
953.196750,,
953.294500,,
953.448150,,
953.626650,,
953.778250,,
953.947850,,
954.103350,,
954.129250,,
954.284850,,
954.330700,,
954.484250,,
954.596050,,
954.749550,,
955.032750,,
955.186350,,
955.244300,,
955.397800,,
955.459650,,
955.614200,,
955.692000,,
955.845550,,
956.850850,,
956.864800,,
956.902700,,
957.759550,,
957.791450,,
959.003200,,
959.019150,,
960.022450,,
960.036400,,
960.074300,,
961.130150,,
961.170100,,
962.781900,,
962.798000,,
963.365350,,
963.519900,,
963.607650,,
963.761250,,
963.839050,,
963.992600,,
964.078350,,
964.231950,,
965.237250,,
965.251200,,
965.287100,,
972.292900,,
972.304850,,
972.318800,,
972.332800,,
973.210450,,
973.364000,,
974.369250,,
974.383250,,
974.419200,,
977.586550,,
977.618450,,
979.030250,,
979.046150,,
979.199750,,
979.353350,,
979.403200,,
979.556800,,
979.654500,,
979.808100,,
980.205000,,
980.358600,,
981.363900,,
981.377850,,
981.414850,,
987.214750,,
987.226700,,
988.238000,,
988.254000,,
989.259200,,
989.273150,,
989.309050,,
996.316400,,
996.328300,,
996.340250,,
996.356200,,
997.335550,,
997.489100,,
998.493400,,
998.507350,,
998.545250,,
1002.634400,,
1002.646350,,
1003.857200,,
1003.873050,,
1004.094450,,
1004.248100,,
1004.345800,,
1004.499350,,
1004.557200,,
1004.710800,,
1004.768650,,
1004.922350,,
1005.009950,,
1005.163550,,
1005.251400,,
1005.406700,,
1005.483650,,
1005.637250,,
1005.681100,,
1005.834700,,
1005.872600,,
1006.026200,,
1006.082000,,
1006.235650,,
1006.303400,,
1006.459050,,
1007.462300,,
1007.476250,,
1007.514150,,
1014.519150,,
1014.531150,,
1014.545100,,
1014.561050,,
1015.564300,,
1015.578300,,
1015.614400,,
1022.621750,,
1022.633750,,
1022.647750,,
1022.663700,,
1023.647000,,
1023.804600,,
1023.946200,,
1024.101750,,
1024.157600,,
1024.311200,,
1024.369100,,
1024.522650,,
1024.586450,,
1024.746050,,
1024.867700,,
1025.021250,,
1025.208800,,
1025.362400,,
1025.591750,,
1025.745300,,
1026.042550,,
1026.196100,,
1026.449500,,
1026.603050,,
1027.608250,,
1027.622250,,
1027.658200,,
1027.783800,,
1027.793750,,
1028.805000,,
1028.821000,,
1029.826250,,
1029.840200,,
1029.876150,,
1036.882100,,
1036.894050,,
1036.908050,,
1036.922150,,
1037.927250,,
1037.941250,,
1037.979150,,
1044.984050,,
1044.996000,,
1045.009900,,
1045.025900,,
1046.029200,,
1046.043150,,
1046.081000,,
1049.522650,,
1049.552600,,
1050.563550,,
1050.579500,,
1051.589750,,
1051.603700,,
1051.639600,,
1052.235950,,
1052.267850,,
1053.580300,,
1053.596300,,
1054.033100,,
1054.188700,,
1054.346250,,
1054.499850,,
1055.504100,,
1055.518050,,
1055.554050,,
1058.349400,,
1058.380400,,
1059.792450,,
1059.808500,,
1060.813750,,
1060.827700,,
1060.863600,,
1062.403550,,
1062.413400,,
1063.723850,,
1063.739800,,
1063.815550,,
1063.969350,,
1064.102800,,
1064.256400,,
1064.423950,,
1064.577500,,
1064.635350,,
1064.788950,,
1064.965500,,
1065.119100,,
1066.123350,,
1066.137250,,
1066.175150,,
1073.182150,,
1073.206100,,
1073.222100,,
1074.225350,,
1074.239300,,
1074.276800,,
1077.596800,,
1077.628700,,
1079.240300,,
1079.256350,,
1080.261600,,
1080.275500,,
1080.313450,,
1086.883700,,
1086.895650,,
1088.507300,,
1088.523350,,
1089.526600,,
1089.542450,,
1089.591450,,
1096.598550,,
1096.623550,,
1096.639550,,
1097.644700,,
1097.658700,,
1097.696550,,
1104.702550,,
1104.714500,,
1104.726500,,
1104.742450,,
1105.747750,,
1105.761700,,
1105.805650,,
1112.812550,,
1112.824550,,
1112.836500,,
1112.852500,,
1113.165650,,
1113.319300,,
1113.367100,,
1113.520750,,
1113.767050,,
1113.920550,,
1114.925900,,
1114.941800,,
1114.977700,,
1116.277400,,
1116.308300,,
1117.720150,,
1117.736150,,
1117.793950,,
1117.947550,,
1118.013350,,
1118.166950,,
1118.298600,,
1118.452200,,
1118.514000,,
1118.668600,,
1118.696500,,
1118.850100,,
1119.105400,,
1119.259000,,
1120.012950,,
1120.166550,,
1121.171800,,
1121.185850,,
1121.224650,,
1126.246300,,
1126.277250,,
1127.589500,,
1127.605500,,
1127.695200,,
1127.848850,,
1127.914650,,
1128.068200,,
1128.185900,,
1128.339500,,
1128.817400,,
1128.972850,,
1129.978050,,
1129.992050,,
1130.028900,,
1130.738950,,
1130.748950,,
1132.360550,,
1132.376550,,
1132.809400,,
1132.962950,,
1133.339900,,
1133.493500,,
1133.561300,,
1133.714950,,
1134.189700,,
1134.343200,,
1134.544700,,
1134.700250,,
1134.776050,,
1134.929600,,
1135.011450,,
1135.165050,,
1136.170250,,
1136.184200,,
1136.221100,,
1137.159200,,
1137.191100,,
1138.603300,,
1138.619250,,
1138.699050,,
1138.852650,,
1138.931400,,
1139.087000,,
1139.244550,,
1139.398150,,
1139.533850,,
1139.687450,,
1140.198950,,
1140.352550,,
1140.422350,,
1140.575950,,
1140.777400,,
1140.933000,,
1141.367800,,
1141.523400,,
1142.526650,,
1142.540650,,
1142.578500,,
1142.676250,,
1142.686250,,
1143.896950,,
1143.914950,,
1144.918150,,
1144.934300,,
1144.969050,,
1145.716550,,
1145.749450,,
1146.960200,,
1146.976150,,
1147.981400,,
1147.995350,,
1148.031250,,
1151.178250,,
1151.188250,,
1152.198500,,
1152.214450,,
1153.219750,,
1153.233650,,
1153.269600,,
1154.558750,,
1154.591700,,
1155.602900,,
1155.618850,,
1155.894100,,
1156.047700,,
1156.309050,,
1156.462600,,
1157.466850,,
1157.480800,,
1157.517700,,
1159.173250,,
1159.205150,,
1160.217950,,
1160.233900,,
1161.109550,,
1161.263100,,
1162.268350,,
1162.282350,,
1162.320250,,
1162.761050,,
1162.773000,,
1164.384650,,
1164.400600,,
1165.405950,,
1165.421850,,
1165.457750,,
1165.949850,,
1165.981750,,
1167.293750,,
1167.309750,,
1168.312950,,
1168.326900,,
1168.362800,,
1169.248400,,
1169.283350,,
1170.695650,,
1170.713450,,
1171.716750,,
1171.730700,,
1171.766250,,
1173.766750,,
1173.798700,,
1175.010050,,
1175.028050,,
1176.033350,,
1176.047250,,
1176.085150,,
1176.597750,,
1176.609750,,
1177.920150,,
1177.936100,,
1178.941400,,
1178.955350,,
1178.992250,,
1179.707600,,
1179.739600,,
1180.950050,,
1180.965950,,
1181.971200,,
1181.985250,,
1182.021100,,
1182.409700,,
1182.423550,,
1183.434800,,
1183.450800,,
1184.456050,,
1184.470050,,
1184.504900,,
1186.268150,,
1186.280100,,
1187.891750,,
1187.907700,,
1188.912950,,
1188.926900,,
1188.962850,,
1190.286800,,
1190.296750,,
1191.609200,,
1191.623150,,
1192.630400,,
1192.644400,,
1192.680250,,
1197.125750,,
1197.157650,,
1198.569850,,
1198.585800,,
1199.279900,,
1199.433500,,
1199.511300,,
1199.664850,,
1199.706750,,
1199.860350,,
1199.908200,,
1200.061800,,
1200.121650,,
1200.275200,,
1201.279500,,
1201.295450,,
1201.331350,,
1208.338950,,
1208.350900,,
1208.362900,,
1208.378850,,
1209.384100,,
1209.398100,,
1209.435950,,
1211.739750,,
1211.771650,,
1213.183800,,
1213.199800,,
1214.205050,,
1214.221000,,
1214.257900,,
1217.513100,,
1217.545000,,
1218.857450,,
1218.873400,,
1219.876650,,
1219.890650,,
1219.929500,,
1223.740250,,
1223.752150,,
1224.762400,,
1224.780400,,
1225.783700,,
1225.797600,,
1225.835550,,
1227.675500,,
1227.685500,,
1228.898200,,
1228.914200,,
1229.921400,,
1229.937400,,
1229.973300,,
1231.848200,,
1231.880100,,
1233.091900,,
1233.109800,,
1234.115100,,
1234.129000,,
1234.165000,,
1234.699500,,
1234.731400,,
1236.343050,,
1236.358000,,
1236.557450,,
1236.711000,,
1236.808800,,
1236.962350,,
1237.967650,,
1237.981550,,
1238.017500,,
1243.984350,,
1244.000250,,
1245.412450,,
1245.428600,,
1246.431650,,
1246.445600,,
1246.483500,,
1247.746100,,
1247.778000,,
1248.790800,,
1248.806750,,
1248.904500,,
1249.058100,,
1249.106000,,
1249.259600,,
1249.308400,,
1249.462000,,
1249.515900,,
1249.669450,,
1249.715300,,
1249.868900,,
1250.227900,,
1250.381500,,
1250.445300,,
1250.598900,,
1250.646900,,
1250.800500,,
1250.868200,,
1251.023750,,
1251.109550,,
1251.263200,,
1252.269400,,
1252.283350,,
1252.321250,,
1259.326450,,
1259.338400,,
1259.352400,,
1259.368400,,
1260.373600,,
1260.387550,,
1260.423450,,
1267.430050,,
1267.442000,,
1267.455950,,
1267.471900,,
1268.475200,,
1268.491150,,
1268.531050,,
1274.533750,,
1274.565750,,
1275.876100,,
1275.892050,,
1276.897350,,
1276.911300,,
1276.949250,,
1280.807800,,
1280.839650,,
1282.052350,,
1282.068350,,
1282.487200,,
1282.640800,,
1282.706600,,
1282.860200,,
1282.997800,,
1283.151400,,
1284.156650,,
1284.170600,,
1284.206550,,
1291.213650,,
1291.225600,,
1291.239550,,
1291.255500,,
1292.159050,,
1292.312650,,
1293.321050,,
1293.332850,,
1293.370800,,
1298.413150,,
1298.445050,,
1300.056700,,
1300.072700,,
1301.077900,,
1301.091900,,
1301.134800,,
1304.797850,,
1304.807800,,
1306.419500,,
1306.435450,,
1307.440650,,
1307.454650,,
1307.490550,,
1308.788600,,
1308.798550,,
1310.209750,,
1310.229650,,
1311.234950,,
1311.248900,,
1311.284850,,
1315.800550,,
1315.832500,,
1317.444200,,
1317.460100,,
1318.465400,,
1318.479300,,
1318.517200,,
1325.388150,,
1325.400100,,
1326.710600,,
1326.726500,,
1327.731800,,
1327.745750,,
1327.781650,,
1334.788650,,
1334.812600,,
1334.828550,,
1335.831900,,
1335.847800,,
1335.894700,,
1342.901700,,
1342.913600,,
1342.927600,,
1342.943650,,
1343.948900,,
1343.962800,,
1343.998650,,
1346.208650,,
1346.240600,,
1347.453300,,
1347.469250,,
1348.474550,,
1348.488500,,
1348.526400,,
1355.532450,,
1355.544350,,
1355.556350,,
1355.572350,,
1356.577550,,
1356.591550,,
1356.626450,,
1357.019900,,
1357.051850,,
1358.463300,,
1358.479300,,
1359.484550,,
1359.498500,,
1359.534400,,
1359.953350,,
1359.985200,,
1361.597100,,
1361.613100,,
1361.834450,,
1361.988050,,
1362.027950,,
1362.181550,,
1362.229500,,
1362.385000,,
1362.799850,,
1362.953450,,
1363.168850,,
1363.324450,,
1363.410200,,
1363.566750,,
1364.573050,,
1364.587000,,
1364.622900,,
1371.629500,,
1371.641450,,
1371.655450,,
1371.669400,,
1372.678550,,
1372.691600,,
1372.727500,,
1379.734500,,
1379.756700,,
1379.774400,,
1380.777651,,
1380.791651,,
1380.828501,,
1387.834701,,
1387.846701,,
1387.860701,,
1387.876651,,
1388.879901,,
1388.893851,,
1388.931751,,
1394.804951,,
1394.836751,,
1395.848001,,
1395.864051,,
1396.867251,,
1396.881201,,
1396.918101,,
1403.926101,,
1403.965001,,
1404.970301,,
1404.984201,,
1405.022101,,
1412.027101,,
1412.039101,,
1412.053051,,
1412.067051,,
1413.072301,,
1413.086251,,
1413.122151,,
1420.131151,,
1420.155101,,
1420.171051,,
1420.803301,,
1420.956901,,
1421.040701,,
1421.194251,,
1421.292001,,
1421.445601,,
1421.818601,,
1421.972151,,
1422.030001,,
1422.181601,,
1422.554601,,
1422.708151,,
1422.756101,,
1422.909651,,
1423.260751,,
1423.419251,,
1423.505051,,
1423.658601,,
1424.661851,,
1424.675901,,
1424.713701,,
1427.259851,,
1427.271801,,
1428.683951,,
1428.699951,,
1429.703201,,
1429.717151,,
1429.755051,,
1436.760701,,
1436.772551,,
1436.786501,,
1436.802451,,
1437.805751,,
1437.819701,,
1437.855651,,
1444.862601,,
1444.886551,,
1444.902501,,
1445.913751,,
1445.927751,,
1445.963651,,
1452.969601,,
1452.981601,,
1452.995551,,
1453.011501,,
1454.016751,,
1454.030751,,
1454.066651,,
1461.074251,,
1461.086251,,
1461.098201,,
1461.114151,,
1462.119401,,
1462.133401,,
1462.171301,,
1469.177301,,
1469.189251,,
1469.201201,,
1469.217201,,
1470.221451,,
1470.235401,,
1470.272301,,
1477.279251,,
1477.291201,,
1477.303201,,
1477.319101,,
1478.324451,,
1478.338351,,
1478.374301,,
1485.382801,,
1485.406751,,
1485.422701,,
1486.426951,,
1486.440951,,
1486.477851,,
1493.483851,,
1493.495801,,
1493.507751,,
1493.523801,,
1494.529001,,
1494.543001,,
1494.580851,,
1501.586851,,
1501.598851,,
1501.610851,,
1501.626751,,
1502.632051,,
1502.646001,,
1502.682901,,
1506.738901,,
1506.748901,,
1507.760101,,
1507.774101,,
1508.374451,,
1508.528051,,
1509.533351,,
1509.547301,,
1509.586151,,
1516.592801,,
1516.604751,,
1516.616701,,
1516.632701,,
1517.638001,,
1517.653951,,
1517.693801,,
1524.700801,,
1524.712801,,
1524.726801,,
1524.740701,,
1525.748001,,
1525.761951,,
1525.799801,,
1531.673901,,
1531.685901,,
1532.897651,,
1532.913551,,
1533.918851,,
1533.932801,,
1533.969201,,
1538.470651,,
1538.480501,,
1539.693201,,
1539.709201,,
1540.712451,,
1540.726451,,
1540.764301,,
1541.486351,,
1541.498301,,
1542.508551,,
1542.524501,,
1543.529801,,
1543.543751,,
1543.581651,,
1549.902101,,
1549.935001,,
1551.546851,,
1551.562751,,
1551.857901,,
1552.013501,,
1553.016751,,
1553.030751,,
1553.068601,,
1560.074651,,
1560.086651,,
1560.098601,,
1560.114601,,
1561.119851,,
1561.133801,,
1561.174701,,
1562.265701,,
1562.298651,,
1563.609101,,
1563.625051,,
1563.702851,,
1563.856451,,
1564.181551,,
1564.335151,,
1565.340401,,
1565.354351,,
1565.391251,,
1572.397951,,
1572.409951,,
1572.421901,,
1572.437851,,
1573.443251,,
1573.457101,,
1573.494951,,
1580.501951,,
1580.525901,,
1580.541951,,
1581.546201,,
1581.560101,,
1581.598001,,
1587.678301,,
1587.710151,,
1589.122351,,
1589.136351,,
1589.403601,,
1589.557201,,
1589.732701,,
1589.890301,,
1590.007951,,
1590.161651,,
1591.001251,,
1591.156851,,
1592.160101,,
1592.176101,,
1592.212951,,
1599.218551,,
1599.230551,,
1599.242501,,
1599.258501,,
1600.264701,,
1600.278651,,
1600.315601,,
1607.249801,,
1607.261801,,
1608.273001,,
1608.289001,,
1609.292301,,
1609.306201,,
1609.342101,,
1616.032951,,
1616.077151,,
1617.289551,,
1617.303501,,
1617.594701,,
1617.750351,,
1618.388651,,
1618.544201,,
1618.582051,,
1618.737601,,
1618.805451,,
1618.959051,,
1619.962351,,
1619.976301,,
1620.014151,,
1625.070451,,
1625.102401,,
1626.714001,,
1626.731951,,
1626.793801,,
1626.947401,,
1627.005201,,
1627.156801,,
1627.246551,,
1627.400151,,
1627.454001,,
1627.605601,,
1627.635501,,
1627.789201,,
1627.922701,,
1628.076351,,
1628.174101,,
1628.327651,,
1628.628801,,
1628.782401,,
1628.830251,,
1628.983851,,
1629.035701,,
1629.189301,,
1629.422651,,
1629.576201,,
1629.634101,,
1629.787651,,
1629.865451,,
1630.019051,,
1630.252401,,
1630.406101,,
1631.084151,,
1631.237751,,
1631.277651,,
1631.429201,,
1631.586801,,
1631.740401,,
1632.085401,,
1632.239051,,
1632.298851,,
1632.452401,,
1632.753601,,
1632.907251,,
1632.965051,,
1633.118601,,
1633.525551,,
1633.677101,,
1633.717001,,
1633.870601,,
1633.908501,,
1634.062101,,
1634.119951,,
1634.273501,,
1634.315351,,
1634.468951,,
1634.516801,,
1634.670401,,
1634.708301,,
1634.861901,,
1635.029451,,
1635.183051,,
1635.396451,,
1635.550051,,
1636.555301,,
1636.569251,,
1636.606201,,
1643.613201,,
1643.625151,,
1643.637101,,
1643.653051,,
1644.263401,,
1644.417001,,
1645.422251,,
1645.436251,,
1645.471351,,
1646.512351,,
1646.522301,,
1647.832751,,
1647.848701,,
1648.106001,,
1648.259601,,
1649.173101,,
1649.327701,,
1649.385551,,
1649.539151,,
1650.543401,,
1650.557351,,
1650.593251,,
1650.898001,,
1650.929901,,
1652.242351,,
1652.258301,,
1652.941501,,
1653.095051,,
1653.214751,,
1653.368301,,
1653.484001,,
1653.637601,,
1654.060501,,
1654.216001,,
1654.738601,,
1654.892151,,
1655.025801,,
1655.179401,,
1655.321001,,
1655.472601,,
1655.580351,,
1655.733901,,
1656.051001,,
1656.204651,,
1657.208851,,
1657.222851,,
1657.259251,,
1661.753101,,
1661.783651,,
1662.794851,,
1662.810851,,
1663.814251,,
1663.830051,,
1663.865051,,
1665.939501,,
1665.949401,,
1667.359601,,
1667.375551,,
1667.553051,,
1667.706651,,
1668.709901,,
1668.723901,,
1668.761751,,
1670.976801,,
1671.009701,,
1672.421451,,
1672.437351,,
1673.442701,,
1673.456601,,
1673.494501,,
1680.499551,,
1680.511451,,
1680.525401,,
1680.541451,,
1681.544651,,
1681.558651,,
1681.596501,,
1688.602651,,
1688.626601,,
1688.642551,,
1689.645851,,
1689.659801,,
1689.695701,,
1696.077401,,
1696.087401,,
1697.699051,,
1697.715001,,
1698.720301,,
1698.734251,,
1698.772151,,
1705.777801,,
1705.789651,,
1705.803651,,
1705.819651,,
1706.824901,,
1706.838851,,
1706.874751,,
1713.882301,,
1713.894201,,
1713.906201,,
1713.922151,,
1714.931401,,
1714.945351,,
1714.983251,,
1721.989801,,
1722.001751,,
1722.013751,,
1722.029701,,
1723.034951,,
1723.049001,,
1723.085851,,
1725.805101,,
1725.817101,,
1727.428701,,
1727.444701,,
1727.602201,,
1727.755851,,
1728.761101,,
1728.816951,,
1728.854901,,
1729.502751,,
1729.533801,,
1730.746451,,
1730.762351,,
1731.765651,,
1731.779601,,
1731.817501,,
1738.822501,,
1738.834451,,
1738.848501,,
1738.864451,,
1739.867851,,
1739.881601,,
1739.919551,,
1746.924551,,
1746.936501,,
1746.950501,,
1746.966401,,
1747.971701,,
1747.985651,,
1748.023551,,
1749.730551,,
1749.762551,,
1751.073451,,
1751.089401,,
1752.094701,,
1752.110651,,
1752.146551,,
1755.106501,,
1755.118501,,
1756.428951,,
1756.444951,,
1757.450151,,
1757.464151,,
1757.502051,,
1764.508001,,
1764.520001,,
1764.531951,,
1764.547951,,
1765.553201,,
1765.567151,,
1765.605051,,
1772.611101,,
1772.635001,,
1772.648951,,
1773.654201,,
1773.670201,,
1773.706101,,
1777.789651,,
1777.821601,,
1779.433201,,
1779.452351,,
1780.455451,,
1780.471401,,
1780.507301,,
1784.362851,,
1784.394751,,
1785.606301,,
1785.622301,,
1785.724001,,
1785.877551,,
1786.380201,,
1786.533801,,
1786.651451,,
1786.805101,,
1786.874851,,
1787.028451,,
1787.822301,,
1787.975851,,
1788.175301,,
1788.328901,,
1788.733801,,
1788.887401,,
1788.965201,,
1789.118801,,
1790.124051,,
1790.138001,,
1790.173901,,
1797.180501,,
1797.194451,,
1797.206401,,
1797.222451,,
1798.226701,,
1798.240601,,
1798.278501,,
1801.492951,,
1801.504751,,
1802.516101,,
1802.531951,,
1803.537251,,
1803.551201,,
1803.587101,,
